FID	X	Y	GMT date_H	GMT date	Y	M	D	H	DOP	IDbear	IDsquare_025ha	IDsquare_100ha	IDsquare_900ha
1093001	1431412.61	6819621.16	2012-05-06 18:00	2012-05-06	2012	5	6	18	2,6	W1203	16230	4075	454
1093002	1431415.61	6819615.29	2012-05-06 19:00	2012-05-06	2012	5	6	19	4	W1203	16230	4075	454
1093003	1431407.3	6819615.43	2012-05-06 20:00	2012-05-06	2012	5	6	20	3,8	W1203	16230	4075	454
1093004	1431412.32	6819615.47	2012-05-06 21:00	2012-05-06	2012	5	6	21	2,2	W1203	16230	4075	454
1093005	1431416.93	6819622.29	2012-05-06 22:00	2012-05-06	2012	5	6	22	4	W1203	16230	4075	454
1093006	1431415.83	6819617	2012-05-06 23:00	2012-05-06	2012	5	6	23	6,6	W1203	16230	4075	454
1093007	1431415.22	6819619.13	2012-05-07 00:00	2012-05-07	2012	5	7	0	2,8	W1203	16230	4075	454
1093008	1431414.25	6819621	2012-05-07 01:00	2012-05-07	2012	5	7	1	2,6	W1203	16230	4075	454
1093009	1431419.75	6819619.38	2012-05-07 02:00	2012-05-07	2012	5	7	2	4,2	W1203	16230	4075	454
1093010	1431414.9	6819617.05	2012-05-07 03:00	2012-05-07	2012	5	7	3	8,6	W1203	16230	4075	454
1093011	1431415.61	6819613.18	2012-05-07 04:00	2012-05-07	2012	5	7	4	3,2	W1203	16230	4075	454
1093012	1431423.33	6819624.74	2012-05-07 05:00	2012-05-07	2012	5	7	5	4,2	W1203	16230	4075	454
1093013	1431426.64	6819605.36	2012-05-07 06:00	2012-05-07	2012	5	7	6	3,2	W1203	16230	4075	454
1093014	1431416.36	6819620.32	2012-05-07 07:00	2012-05-07	2012	5	7	7	3,2	W1203	16230	4075	454
1093015	1431426.49	6819619.5	2012-05-07 08:00	2012-05-07	2012	5	7	8	3,2	W1203	16230	4075	454
1093016	1431409.38	6819573.5	2012-05-07 09:00	2012-05-07	2012	5	7	9	3	W1203	16230	4075	454
1093017	1431444.5	6819627.3	2012-05-07 10:00	2012-05-07	2012	5	7	10	5,2	W1203	16230	4075	454
1093018	1431438.23	6819618.54	2012-05-07 11:00	2012-05-07	2012	5	7	11	2,6	W1203	16230	4075	454
1093019	1431438.58	6819629.21	2012-05-07 12:00	2012-05-07	2012	5	7	12	3,4	W1203	16230	4075	454
1093020	1431439.43	6819619.34	2012-05-07 13:00	2012-05-07	2012	5	7	13	2,6	W1203	16230	4075	454
1093021	1431515.56	6819636.33	2012-05-07 14:00	2012-05-07	2012	5	7	14	2,8	W1203	16231	4076	454
1093022	1431757.27	6819663.49	2012-05-07 15:00	2012-05-07	2012	5	7	15	5,4	W1203	16231	4076	454
1093023	1431826.29	6819600.18	2012-05-07 16:00	2012-05-07	2012	5	7	16	2	W1203	16231	4076	454
1093024	1431852.34	6819676.86	2012-05-07 17:00	2012-05-07	2012	5	7	17	3	W1203	16231	4076	454
1093025	1431894.86	6819641.49	2012-05-07 18:00	2012-05-07	2012	5	7	18	2,6	W1203	16231	4076	454
1093026	1431889.54	6819642.43	2012-05-07 19:00	2012-05-07	2012	5	7	19	1,8	W1203	16231	4076	454
1093027	1431902.29	6819649.15	2012-05-07 20:00	2012-05-07	2012	5	7	20	3	W1203	16231	4076	454
1093028	1431791.91	6819745.77	2012-05-07 21:00	2012-05-07	2012	5	7	21	2	W1203	16231	4076	454
1093029	1431791.24	6819749.91	2012-05-07 22:00	2012-05-07	2012	5	7	22	2,8	W1203	16231	4076	454
1093030	1431790.91	6819746.21	2012-05-07 23:00	2012-05-07	2012	5	7	23	2,4	W1203	16231	4076	454
1093031	1431793.45	6819740.35	2012-05-08 00:00	2012-05-08	2012	5	8	0	4,6	W1203	16231	4076	454
1093032	1431795.96	6819745.57	2012-05-08 01:00	2012-05-08	2012	5	8	1	8,8	W1203	16231	4076	454
1093033	1431790.18	6819747.01	2012-05-08 02:00	2012-05-08	2012	5	8	2	2,4	W1203	16231	4076	454
1093034	1431792.39	6819724.45	2012-05-08 03:00	2012-05-08	2012	5	8	3	9	W1203	16231	4076	454
1093035	1431790.09	6819741.08	2012-05-08 04:00	2012-05-08	2012	5	8	4	1,8	W1203	16231	4076	454
1093036	1431785.47	6819752.31	2012-05-08 05:00	2012-05-08	2012	5	8	5	2,2	W1203	16231	4076	454
1093037	1431762.83	6819810.34	2012-05-08 06:00	2012-05-08	2012	5	8	6	1,8	W1203	16433	4076	454
1093038	1431784.19	6819855.75	2012-05-08 07:00	2012-05-08	2012	5	8	7	3,4	W1203	16433	4076	454
1093039	1431784	6819857.09	2012-05-08 08:00	2012-05-08	2012	5	8	8	3,6	W1203	16433	4076	454
1093040	1431766.1	6819821.72	2012-05-08 09:00	2012-05-08	2012	5	8	9	3,6	W1203	16433	4076	454
1093041	1431993.43	6820088.18	2012-05-08 10:00	2012-05-08	2012	5	8	10	2,2	W1203	16434	4076	454
1093042	1432252.49	6819960.86	2012-05-08 11:00	2012-05-08	2012	5	8	11	3,4	W1203	16434	4076	454
1093043	1432275.18	6819903.6	2012-05-08 12:00	2012-05-08	2012	5	8	12	2,2	W1203	16434	4076	454
1093044	1432266.64	6819910.32	2012-05-08 13:00	2012-05-08	2012	5	8	13	1,6	W1203	16434	4076	454
1093045	1432248.13	6819961.56	2012-05-08 14:00	2012-05-08	2012	5	8	14	2,8	W1203	16434	4076	454
1093046	1432481.43	6819904.96	2012-05-08 15:00	2012-05-08	2012	5	8	15	2	W1203	16435	4077	455
1093047	1432473.23	6819903.84	2012-05-08 16:00	2012-05-08	2012	5	8	16	8,6	W1203	16434	4076	454
1093048	1432581.23	6819730.68	2012-05-08 17:00	2012-05-08	2012	5	8	17	2,8	W1203	16233	4077	455
1093049	1431960.18	6819760.32	2012-05-08 18:00	2012-05-08	2012	5	8	18	2	W1203	16231	4076	454
1093050	1431974.6	6819745.55	2012-05-08 19:00	2012-05-08	2012	5	8	19	1,8	W1203	16232	4076	454
1093051	1431971.47	6819746.85	2012-05-08 20:00	2012-05-08	2012	5	8	20	3,4	W1203	16231	4076	454
1093052	1431788.86	6819506.97	2012-05-08 21:00	2012-05-08	2012	5	8	21	3	W1203	16231	4076	454
1093053	1431412.1	6819620.91	2012-05-08 22:00	2012-05-08	2012	5	8	22	4	W1203	16230	4075	454
1093054	1431414.89	6819611.04	2012-05-08 23:00	2012-05-08	2012	5	8	23	5,8	W1203	16230	4075	454
1093055	1431416.32	6819616.31	2012-05-09 00:00	2012-05-09	2012	5	9	0	2,4	W1203	16230	4075	454
1093056	1431969.46	6821575.86	2012-05-09 01:00	2012-05-09	2012	5	9	1	3,4	W1203	17039	4278	488
1093057	1431490.1	6821723.98	2012-05-09 02:00	2012-05-09	2012	5	9	2	2	W1203	17038	4277	488
1093058	1431490.4	6821724.63	2012-05-09 03:00	2012-05-09	2012	5	9	3	5	W1203	17038	4277	488
1093059	1431539.15	6821723.89	2012-05-09 04:00	2012-05-09	2012	5	9	4	3,2	W1203	17039	4278	488
1093060	1431460.57	6821745.32	2012-05-09 05:00	2012-05-09	2012	5	9	5	3,6	W1203	17038	4277	488
1093061	1431553.3	6821746.95	2012-05-09 06:00	2012-05-09	2012	5	9	6	3	W1203	17039	4278	488
1093062	1431541.6	6821731.79	2012-05-09 07:00	2012-05-09	2012	5	9	7	5	W1203	17039	4278	488
1093063	1431547.65	6821733.3	2012-05-09 08:00	2012-05-09	2012	5	9	8	3	W1203	17039	4278	488
1093064	1431557.24	6821728.52	2012-05-09 09:00	2012-05-09	2012	5	9	9	2,6	W1203	17039	4278	488
1093065	1431556.17	6821733.92	2012-05-09 10:00	2012-05-09	2012	5	9	10	3	W1203	17039	4278	488
1093066	1431434.87	6821652	2012-05-09 11:00	2012-05-09	2012	5	9	11	2,2	W1203	17038	4277	488
1093067	1431403.28	6821293.89	2012-05-09 12:00	2012-05-09	2012	5	9	12	2,2	W1203	16836	4176	454
1093068	1431320.93	6821191.4	2012-05-09 13:00	2012-05-09	2012	5	9	13	2,6	W1203	16836	4176	454
1093069	1431135.83	6821005.57	2012-05-09 14:00	2012-05-09	2012	5	9	14	4,6	W1203	16836	4176	454
1093070	1431019.35	6821087.72	2012-05-09 15:00	2012-05-09	2012	5	9	15	5,4	W1203	16836	4176	454
1093071	1431013.35	6821099.96	2012-05-09 16:00	2012-05-09	2012	5	9	16	8,6	W1203	16836	4176	454
1093072	1431012.81	6821096.17	2012-05-09 17:00	2012-05-09	2012	5	9	17	2,6	W1203	16836	4176	454
1093073	1431116.77	6820864.87	2012-05-09 18:00	2012-05-09	2012	5	9	18	5,4	W1203	16836	4176	454
1093074	1430540.43	6820736.64	2012-05-09 19:00	2012-05-09	2012	5	9	19	3,8	W1203	16633	4176	454
1093075	1430493.48	6820741.1	2012-05-09 20:00	2012-05-09	2012	5	9	20	3,8	W1203	16633	4176	454
1093076	1430490.82	6820733.6	2012-05-09 21:00	2012-05-09	2012	5	9	21	1,8	W1203	16633	4176	454
1093077	1430350.55	6820720.98	2012-05-09 22:00	2012-05-09	2012	5	9	22	4	W1203	16632	4175	454
1093078	1430355.62	6820715.78	2012-05-09 23:00	2012-05-09	2012	5	9	23	4,2	W1203	16632	4175	454
1093079	1430353.26	6820716.56	2012-05-10 00:00	2012-05-10	2012	5	10	0	1,6	W1203	16632	4175	454
1093080	1430355.17	6820716.76	2012-05-10 01:00	2012-05-10	2012	5	10	1	3,6	W1203	16632	4175	454
1093081	1430352.07	6820719.49	2012-05-10 02:00	2012-05-10	2012	5	10	2	2,4	W1203	16632	4175	454
1093082	1430354.21	6820724.62	2012-05-10 03:00	2012-05-10	2012	5	10	3	2,2	W1203	16632	4175	454
1093083	1430353.56	6820717.21	2012-05-10 04:00	2012-05-10	2012	5	10	4	1,6	W1203	16632	4175	454
1093084	1430344.41	6820728.17	2012-05-10 05:00	2012-05-10	2012	5	10	5	3	W1203	16632	4175	454
1093085	1430354.24	6820717.28	2012-05-10 06:00	2012-05-10	2012	5	10	6	7,4	W1203	16632	4175	454
1093086	1430341.87	6820038.86	2012-05-10 07:00	2012-05-10	2012	5	10	7	3,6	W1203	16430	4074	454
1093087	1430363.35	6819996.73	2012-05-10 08:00	2012-05-10	2012	5	10	8	3,6	W1203	16430	4074	454
1093088	1430356.08	6819989.55	2012-05-10 09:00	2012-05-10	2012	5	10	9	3,2	W1203	16430	4074	454
1093089	1430238.57	6819636.51	2012-05-10 10:00	2012-05-10	2012	5	10	10	3,8	W1203	16228	4074	454
1093090	1430265.8	6819665.11	2012-05-10 11:00	2012-05-10	2012	5	10	11	2,8	W1203	16228	4074	454
1093091	1430254.58	6819584.25	2012-05-10 12:00	2012-05-10	2012	5	10	12	3,2	W1203	16228	4074	454
1093092	1430257.26	6819585.55	2012-05-10 13:00	2012-05-10	2012	5	10	13	2,4	W1203	16228	4074	454
1093093	1430258.09	6819587.9	2012-05-10 14:00	2012-05-10	2012	5	10	14	4,6	W1203	16228	4074	454
1093094	1429577.92	6819431	2012-05-10 15:00	2012-05-10	2012	5	10	15	4,2	W1203	16227	4074	454
1093095	1430668.85	6819946.6	2012-05-10 16:00	2012-05-10	2012	5	10	16	7,2	W1203	16431	4075	454
1093096	1430469.24	6819618.03	2012-05-10 17:00	2012-05-10	2012	5	10	17	6,4	W1203	16228	4074	454
1093097	1430269.76	6819652.99	2012-05-10 18:00	2012-05-10	2012	5	10	18	2,4	W1203	16228	4074	454
1093098	1429958.3	6819401.35	2012-05-10 19:00	2012-05-10	2012	5	10	19	3,8	W1203	16227	4074	454
1093099	1430230.72	6819479.48	2012-05-10 20:00	2012-05-10	2012	5	10	20	3,4	W1203	16228	4074	454
1093100	1430231.22	6819493.4	2012-05-10 21:00	2012-05-10	2012	5	10	21	2,2	W1203	16228	4074	454
1093101	1430222.82	6819492.03	2012-05-10 22:00	2012-05-10	2012	5	10	22	4,6	W1203	16228	4074	454
1093102	1430230.7	6819493.82	2012-05-10 23:00	2012-05-10	2012	5	10	23	3,4	W1203	16228	4074	454
1093103	1430240.32	6819487.69	2012-05-11 00:00	2012-05-11	2012	5	11	0	2,6	W1203	16228	4074	454
1093104	1430233.02	6819497.13	2012-05-11 01:00	2012-05-11	2012	5	11	1	6,4	W1203	16228	4074	454
1093105	1430234.62	6819502.2	2012-05-11 02:00	2012-05-11	2012	5	11	2	4,4	W1203	16228	4074	454
1093106	1430241.46	6819470.36	2012-05-11 03:00	2012-05-11	2012	5	11	3	3,6	W1203	16228	4074	454
1093107	1430229.43	6819491.31	2012-05-11 04:00	2012-05-11	2012	5	11	4	3,4	W1203	16228	4074	454
1093108	1430221.62	6819479.19	2012-05-11 05:00	2012-05-11	2012	5	11	5	4,8	W1203	16228	4074	454
1093109	1430232.08	6819497.17	2012-05-11 06:00	2012-05-11	2012	5	11	6	3,2	W1203	16228	4074	454
1093110	1430231.79	6819495.37	2012-05-11 07:00	2012-05-11	2012	5	11	7	9,2	W1203	16228	4074	454
1093111	1430248.27	6819395.17	2012-05-11 08:00	2012-05-11	2012	5	11	8	4,8	W1203	16228	4074	454
1093112	1430631.67	6818886.9	2012-05-11 09:00	2012-05-11	2012	5	11	9	3	W1203	16027	3974	454
1093113	1431010.1	6818230.85	2012-05-11 10:00	2012-05-11	2012	5	11	10	2,2	W1203	15624	3873	420
1093114	1431004.58	6818231.03	2012-05-11 11:00	2012-05-11	2012	5	11	11	2,2	W1203	15624	3873	420
1093115	1431633.96	6819056.64	2012-05-11 12:00	2012-05-11	2012	5	11	12	2	W1203	16029	3975	454
1093116	1431714.65	6819213.43	2012-05-11 13:00	2012-05-11	2012	5	11	13	6,4	W1203	16029	3975	454
1093117	1431681.73	6819696.89	2012-05-11 14:00	2012-05-11	2012	5	11	14	4	W1203	16231	4076	454
1093118	1431682.15	6819705.86	2012-05-11 15:00	2012-05-11	2012	5	11	15	2,4	W1203	16231	4076	454
1093119	1431655.36	6819754.93	2012-05-11 16:00	2012-05-11	2012	5	11	16	2,4	W1203	16231	4076	454
1093120	1431649.63	6820138.01	2012-05-11 17:00	2012-05-11	2012	5	11	17	6,8	W1203	16433	4076	454
1093121	1431794.04	6820166.26	2012-05-11 18:00	2012-05-11	2012	5	11	18	2,8	W1203	16433	4076	454
1093122	1431786.84	6820160.81	2012-05-11 19:00	2012-05-11	2012	5	11	19	4	W1203	16433	4076	454
1093123	1431640.56	6820075.28	2012-05-11 20:00	2012-05-11	2012	5	11	20	3,4	W1203	16433	4076	454
1093124	1431793.9	6820162.36	2012-05-11 21:00	2012-05-11	2012	5	11	21	2,2	W1203	16433	4076	454
1093125	1431787.97	6820159.89	2012-05-11 22:00	2012-05-11	2012	5	11	22	3,6	W1203	16433	4076	454
1093126	1431793.86	6820162.07	2012-05-11 23:00	2012-05-11	2012	5	11	23	2,4	W1203	16433	4076	454
1093127	1431792.4	6820162.54	2012-05-12 00:00	2012-05-12	2012	5	12	0	2,2	W1203	16433	4076	454
1093128	1431793.47	6820165.91	2012-05-12 01:00	2012-05-12	2012	5	12	1	3,2	W1203	16433	4076	454
1093129	1431791.47	6820162.58	2012-05-12 02:00	2012-05-12	2012	5	12	2	4,6	W1203	16433	4076	454
1093130	1431795.34	6820162.58	2012-05-12 03:00	2012-05-12	2012	5	12	3	3,6	W1203	16433	4076	454
1093131	1431797.48	6820150.82	2012-05-12 04:00	2012-05-12	2012	5	12	4	2,4	W1203	16433	4076	454
1093132	1431792.27	6820148.69	2012-05-12 05:00	2012-05-12	2012	5	12	5	2,8	W1203	16433	4076	454
1093133	1431791.33	6820142.74	2012-05-12 06:00	2012-05-12	2012	5	12	6	3,4	W1203	16433	4076	454
1093134	1431801.55	6820155.78	2012-05-12 07:00	2012-05-12	2012	5	12	7	3,6	W1203	16433	4076	454
1093135	1431779.61	6820145.13	2012-05-12 08:00	2012-05-12	2012	5	12	8	3,8	W1203	16433	4076	454
1093136	1431735.44	6820145.25	2012-05-12 09:00	2012-05-12	2012	5	12	9	2,8	W1203	16433	4076	454
1093137	1431742.48	6820145.85	2012-05-12 10:00	2012-05-12	2012	5	12	10	8,8	W1203	16433	4076	454
1093138	1431630.06	6820230.07	2012-05-12 11:00	2012-05-12	2012	5	12	11	1,8	W1203	16433	4076	454
1093139	1431581.24	6820433.2	2012-05-12 12:00	2012-05-12	2012	5	12	12	1,8	W1203	16635	4177	454
1093140	1431648.64	6820597.83	2012-05-12 13:00	2012-05-12	2012	5	12	13	6,6	W1203	16635	4177	454
1093141	1431510.25	6820455.77	2012-05-12 14:00	2012-05-12	2012	5	12	14	6,2	W1203	16635	4177	454
1093142	1431427.2	6820834.06	2012-05-12 15:00	2012-05-12	2012	5	12	15	2,6	W1203	16836	4176	454
1093143	1431431.81	6821660.37	2012-05-12 16:00	2012-05-12	2012	5	12	16	3,8	W1203	17038	4277	488
1093144	1431761.58	6821698	2012-05-12 17:00	2012-05-12	2012	5	12	17	2,2	W1203	17039	4278	488
1093145	1432537.66	6821506.1	2012-05-12 18:00	2012-05-12	2012	5	12	18	3,4	W1203	17041	4279	489
1093146	1432719.22	6821557.68	2012-05-12 19:00	2012-05-12	2012	5	12	19	8,8	W1203	17041	4279	489
1093147	1433047.95	6821643.87	2012-05-12 20:00	2012-05-12	2012	5	12	20	3	W1203	17042	4279	489
1093148	1432934.23	6821674.41	2012-05-12 21:00	2012-05-12	2012	5	12	21	2,4	W1203	17041	4279	489
1093149	1432964.39	6821660.01	2012-05-12 22:00	2012-05-12	2012	5	12	22	2,2	W1203	17041	4279	489
1093150	1432973.28	6821657.64	2012-05-12 23:00	2012-05-12	2012	5	12	23	4	W1203	17041	4279	489
1093151	1432963.56	6821663.2	2012-05-13 00:00	2012-05-13	2012	5	13	0	2,8	W1203	17041	4279	489
1093152	1432965.06	6821664.64	2012-05-13 01:00	2012-05-13	2012	5	13	1	5,4	W1203	17041	4279	489
1093153	1432966.35	6821668.6	2012-05-13 02:00	2012-05-13	2012	5	13	2	2,2	W1203	17041	4279	489
1093154	1432962.18	6821665.85	2012-05-13 03:00	2012-05-13	2012	5	13	3	2,2	W1203	17041	4279	489
1093155	1432963.67	6821666.82	2012-05-13 04:00	2012-05-13	2012	5	13	4	3,8	W1203	17041	4279	489
1093156	1432962.3	6821666.69	2012-05-13 05:00	2012-05-13	2012	5	13	5	2,8	W1203	17041	4279	489
1093157	1432953.82	6821673.33	2012-05-13 06:00	2012-05-13	2012	5	13	6	2,6	W1203	17041	4279	489
1093158	1432969.79	6821672.14	2012-05-13 07:00	2012-05-13	2012	5	13	7	3,2	W1203	17041	4279	489
1093159	1432872.61	6821664.34	2012-05-13 08:00	2012-05-13	2012	5	13	8	2,8	W1203	17041	4279	489
1093160	1433108.81	6820923.86	2012-05-13 09:00	2012-05-13	2012	5	13	9	2,8	W1203	16840	4178	455
1093161	1433087.29	6820565.62	2012-05-13 10:00	2012-05-13	2012	5	13	10	4,4	W1203	16638	4178	455
1093162	1433084.08	6820569.79	2012-05-13 11:00	2012-05-13	2012	5	13	11	5,8	W1203	16638	4178	455
1093163	1433084.3	6820561.1	2012-05-13 12:00	2012-05-13	2012	5	13	12	3,2	W1203	16638	4178	455
1093164	1433300.06	6820412.49	2012-05-13 13:00	2012-05-13	2012	5	13	13	5,6	W1203	16638	4178	455
1093165	1433695.74	6820114.1	2012-05-13 14:00	2012-05-13	2012	5	13	14	2,6	W1203	16437	4078	455
1093166	1433928.97	6819991.43	2012-05-13 15:00	2012-05-13	2012	5	13	15	2,8	W1203	16437	4078	455
1093167	1434088.45	6819305.14	2012-05-13 16:00	2012-05-13	2012	5	13	16	6,2	W1203	16236	4078	455
1093168	1434700.99	6819569.01	2012-05-13 17:00	2012-05-13	2012	5	13	17	2,2	W1203	16237	4079	455
1093169	1433387.54	6818542.82	2012-05-13 18:00	2012-05-13	2012	5	13	18	3,2	W1203	15830	3976	455
1093170	1432502.66	6817813.34	2012-05-13 19:00	2012-05-13	2012	5	13	19	3	W1203	15627	3875	421
1093171	1433044.32	6819067.01	2012-05-13 20:00	2012-05-13	2012	5	13	20	2,8	W1203	16032	3976	455
1093172	1435063.14	6818735.71	2012-05-13 21:00	2012-05-13	2012	5	13	21	2,2	W1203	15834	3978	455
1093173	1434880.03	6819810.01	2012-05-13 22:00	2012-05-13	2012	5	13	22	3,4	W1203	16439	4079	455
1093174	1433357.35	6821562.03	2012-05-14 00:00	2012-05-14	2012	5	14	0	4	W1203	17042	4279	489
1093175	1433361.72	6821549.13	2012-05-14 01:00	2012-05-14	2012	5	14	1	3,4	W1203	17042	4279	489
1093176	1433364.15	6821556.06	2012-05-14 02:00	2012-05-14	2012	5	14	2	2,4	W1203	17042	4279	489
1093177	1433364.11	6821554.16	2012-05-14 03:00	2012-05-14	2012	5	14	3	2,4	W1203	17042	4279	489
1093178	1433361.36	6821549.05	2012-05-14 04:00	2012-05-14	2012	5	14	4	3,2	W1203	17042	4279	489
1093179	1433358.02	6821561.62	2012-05-14 05:00	2012-05-14	2012	5	14	5	2,8	W1203	17042	4279	489
1093180	1433381.32	6821561.22	2012-05-14 06:00	2012-05-14	2012	5	14	6	3	W1203	17042	4279	489
1093181	1433392.32	6821728.11	2012-05-14 07:00	2012-05-14	2012	5	14	7	3,4	W1203	17042	4279	489
1093182	1433561.35	6821803.42	2012-05-14 08:00	2012-05-14	2012	5	14	8	2,6	W1203	17245	4280	489
1093183	1432600.86	6821554.76	2012-05-14 09:00	2012-05-14	2012	5	14	9	3,2	W1203	17041	4279	489
1093184	1432602.51	6821556.69	2012-05-14 10:00	2012-05-14	2012	5	14	10	1,8	W1203	17041	4279	489
1093185	1432606.35	6821553.15	2012-05-14 11:00	2012-05-14	2012	5	14	11	2,4	W1203	17041	4279	489
1093186	1432606.13	6821553.07	2012-05-14 12:00	2012-05-14	2012	5	14	12	2,2	W1203	17041	4279	489
1093187	1432606.75	6821559.05	2012-05-14 13:00	2012-05-14	2012	5	14	13	4,2	W1203	17041	4279	489
1093188	1432605.09	6821549.49	2012-05-14 14:00	2012-05-14	2012	5	14	14	3,2	W1203	17041	4279	489
1093189	1432602.36	6821556.22	2012-05-14 15:00	2012-05-14	2012	5	14	15	4,8	W1203	17041	4279	489
1093190	1432422.73	6821663.59	2012-05-14 16:00	2012-05-14	2012	5	14	16	2	W1203	17040	4278	488
1093191	1432105.35	6821617.79	2012-05-14 17:00	2012-05-14	2012	5	14	17	5,8	W1203	17040	4278	488
1093192	1431757.05	6821460.52	2012-05-14 18:00	2012-05-14	2012	5	14	18	7,6	W1203	17039	4278	488
1093193	1431258.67	6820953.86	2012-05-14 19:00	2012-05-14	2012	5	14	19	3	W1203	16836	4176	454
1093194	1431031.87	6821074.86	2012-05-14 20:00	2012-05-14	2012	5	14	20	2,8	W1203	16836	4176	454
1093195	1430898.61	6821127.4	2012-05-14 21:00	2012-05-14	2012	5	14	21	2,4	W1203	16835	4176	454
1093196	1430899.48	6821124.49	2012-05-14 22:00	2012-05-14	2012	5	14	22	4,2	W1203	16835	4176	454
1093197	1430897.54	6821124.02	2012-05-14 23:00	2012-05-14	2012	5	14	23	1,6	W1203	16835	4176	454
1093198	1430893.02	6821124.24	2012-05-15 00:00	2012-05-15	2012	5	15	0	4,8	W1203	16835	4176	454
1093199	1430894.21	6821126.19	2012-05-15 01:00	2012-05-15	2012	5	15	1	2,8	W1203	16835	4176	454
1093200	1430904.46	6821122.14	2012-05-15 02:00	2012-05-15	2012	5	15	2	4,2	W1203	16835	4176	454
1093201	1430909.4	6821116.26	2012-05-15 03:00	2012-05-15	2012	5	15	3	4,6	W1203	16835	4176	454
1093202	1430896.04	6821128.57	2012-05-15 04:00	2012-05-15	2012	5	15	4	4	W1203	16835	4176	454
1093203	1430894.54	6821146.8	2012-05-15 05:00	2012-05-15	2012	5	15	5	2,8	W1203	16835	4176	454
1093204	1431128.31	6821096.17	2012-05-15 06:00	2012-05-15	2012	5	15	6	2	W1203	16836	4176	454
1093205	1431129.12	6821001.53	2012-05-15 07:00	2012-05-15	2012	5	15	7	3	W1203	16836	4176	454
1093206	1430552.39	6821116.18	2012-05-15 08:00	2012-05-15	2012	5	15	8	3	W1203	16835	4176	454
1093207	1430561.56	6821113.81	2012-05-15 09:00	2012-05-15	2012	5	15	9	1,8	W1203	16835	4176	454
1093208	1430691.01	6821661	2012-05-15 10:00	2012-05-15	2012	5	15	10	2,8	W1203	17037	4277	488
1093209	1430388.16	6821715.85	2012-05-15 11:00	2012-05-15	2012	5	15	11	3,2	W1203	17036	4276	488
1093210	1430407.88	6821715.62	2012-05-15 12:00	2012-05-15	2012	5	15	12	2,8	W1203	17036	4276	488
1093211	1430373.67	6821720.79	2012-05-15 13:00	2012-05-15	2012	5	15	13	5	W1203	17036	4276	488
1093212	1430264.84	6821786.79	2012-05-15 14:00	2012-05-15	2012	5	15	14	4,6	W1203	17036	4276	488
1093213	1429939.1	6822885.83	2012-05-15 15:00	2012-05-15	2012	5	15	15	5	W1203	17641	4377	488
1093214	1430122.91	6823497.68	2012-05-15 16:00	2012-05-15	2012	5	15	16	3	W1203	17844	4478	488
1093215	1430120.79	6823714.48	2012-05-15 17:00	2012-05-15	2012	5	15	17	2	W1203	17844	4478	488
1093216	1430337.62	6823108.74	2012-05-15 18:00	2012-05-15	2012	5	15	18	3,2	W1203	17642	4377	488
1093217	1430718.63	6821600.61	2012-05-15 19:00	2012-05-15	2012	5	15	19	7,6	W1203	17037	4277	488
1093218	1431094.95	6820832.46	2012-05-15 20:00	2012-05-15	2012	5	15	20	2,6	W1203	16836	4176	454
1093219	1431201.49	6820967.05	2012-05-15 21:00	2012-05-15	2012	5	15	21	2	W1203	16836	4176	454
1093220	1432712.38	6821562.52	2012-05-15 22:00	2012-05-15	2012	5	15	22	2,8	W1203	17041	4279	489
1093221	1433072.14	6821795.87	2012-05-15 23:00	2012-05-15	2012	5	15	23	2,4	W1203	17244	4279	489
1093222	1433126.79	6821930.68	2012-05-16 00:00	2012-05-16	2012	5	16	0	1,8	W1203	17244	4279	489
1093223	1433064.49	6821967.71	2012-05-16 01:00	2012-05-16	2012	5	16	1	4,4	W1203	17244	4279	489
1093224	1433082.01	6821965.3	2012-05-16 02:00	2012-05-16	2012	5	16	2	2	W1203	17244	4279	489
1093225	1433079.99	6821977.43	2012-05-16 03:00	2012-05-16	2012	5	16	3	3,8	W1203	17244	4279	489
1093226	1433067.14	6821967.57	2012-05-16 04:00	2012-05-16	2012	5	16	4	5,4	W1203	17244	4279	489
1093227	1433074.8	6821972.53	2012-05-16 05:00	2012-05-16	2012	5	16	5	2	W1203	17244	4279	489
1093228	1433072.02	6821955.39	2012-05-16 07:00	2012-05-16	2012	5	16	7	3	W1203	17244	4279	489
1093229	1432568.82	6822533.36	2012-05-16 08:00	2012-05-16	2012	5	16	8	3	W1203	17445	4380	489
1093230	1432524.9	6822603.73	2012-05-16 09:00	2012-05-16	2012	5	16	9	3,2	W1203	17445	4380	489
1093231	1432388.44	6822947.87	2012-05-16 10:00	2012-05-16	2012	5	16	10	2,4	W1203	17646	4379	488
1093232	1431709.45	6822990.26	2012-05-16 11:00	2012-05-16	2012	5	16	11	3,2	W1203	17645	4379	488
1093233	1431667	6823018.07	2012-05-16 12:00	2012-05-16	2012	5	16	12	4,6	W1203	17645	4379	488
1093234	1431674.82	6823103.12	2012-05-16 13:00	2012-05-16	2012	5	16	13	6,8	W1203	17645	4379	488
1093235	1431660.28	6823091.05	2012-05-16 14:00	2012-05-16	2012	5	16	14	2,6	W1203	17645	4379	488
1093236	1431773.25	6822864.37	2012-05-16 15:00	2012-05-16	2012	5	16	15	2,6	W1203	17645	4379	488
1093237	1432105.27	6822626.19	2012-05-16 16:00	2012-05-16	2012	5	16	16	2	W1203	17444	4379	488
